Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commission (in value),Gender,Age
EPX,Travel Agency,Online,Cancellation Plan,0,26,THAILAND,10.0,0.0,None,25
C2B,Airlines,Online,Bronze Plan,0,3,SINGAPORE,13.5,3.38,M,65
EPX,Travel Agency,Online,Cancellation Plan,0,18,INDONESIA,13.0,0.0,None,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,77,MALAYSIA,37.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,27,MALAYSIA,29.7,17.82,None,51
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,8,VIET NAM,20.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,50,AUSTRALIA,20.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,11,MALAYSIA,22.0,0.0,None,46
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,14,MALAYSIA,29.7,17.82,None,52
EPX,Travel Agency,Online,Cancellation Plan,0,70,JAPAN,10.0,0.0,None,24
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,84,CHINA,41.0,0.0,None,36
RAB,Airlines,Online,Value Plan,0,8,BRUNEI DARUSSALAM,23.0,9.2,None,54
EPX,Travel Agency,Online,Cancellation Plan,0,112,IRELAND,80.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,33,"KOREA, REPUBLIC OF",39.6,23.76,None,31
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,20,THAILAND,20.0,0.0,None,32
EPX,Travel Agency,Online,Cancellation Plan,0,5,CHINA,15.0,0.0,None,36
C2B,Airlines,Online,Annual Silver Plan,0,365,SINGAPORE,252.85,63.21,M,36
EPX,Travel Agency,Online,Cancellation Plan,0,48,HONG KONG,128.0,0.0,None,52
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,46,AUSTRALIA,51.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,42,CHINA,17.0,0.0,None,36
C2B,Airlines,Online,Silver Plan,0,6,SINGAPORE,59.0,14.75,M,32
C2B,Airlines,Online,Annual Silver Plan,0,378,SINGAPORE,216.0,54.0,M,36
JZI,Airlines,Online,Basic Plan,0,70,THAILAND,33.0,11.55,M,53
EPX,Travel Agency,Online,Cancellation Plan,0,20,INDIA,10.0,0.0,None,36
C2B,Airlines,Online,Silver Plan,0,12,SINGAPORE,74.4,18.6,M,59
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,81,DENMARK,39.6,23.76,None,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,18,NEW ZEALAND,79.2,47.52,None,31
EPX,Travel Agency,Online,Cancellation Plan,0,9,INDONESIA,12.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,7,UNITED STATES,10.0,0.0,None,50
JZI,Airlines,Online,Basic Plan,0,22,HONG KONG,40.0,14.0,M,50
EPX,Travel Agency,Online,Cancellation Plan,0,6,SPAIN,13.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,21,JAPAN,0.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,28,THAILAND,34.0,0.0,None,37
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,38,THAILAND,38.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,11,ITALY,10.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,73,AUSTRALIA,59.4,35.64,None,41
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,30,INDIA,20.0,0.0,None,56
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,7,MALAYSIA,39.6,23.76,None,31
EPX,Travel Agency,Online,Cancellation Plan,0,6,ARGENTINA,75.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,75,LATVIA,69.3,41.58,None,41
JZI,Airlines,Online,Basic Plan,0,38,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,M,42
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,16,CHINA,37.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,191,PERU,31.0,0.0,None,26
EPX,Travel Agency,Online,Cancellation Plan,0,13,SINGAPORE,22.0,0.0,None,35
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,8,MALAYSIA,19.8,11.88,None,31
C2B,Airlines,Online,Silver Plan,0,7,SINGAPORE,18.5,4.63,F,50
JZI,Airlines,Online,Value Plan,0,9,CHINA,45.0,15.75,M,55
C2B,Airlines,Online,Bronze Plan,0,118,SINGAPORE,149.5,37.38,M,32
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,19,CHINA,21.0,0.0,None,36
JZI,Airlines,Online,Value Plan,0,20,DENMARK,67.0,23.45,F,38
KML,Travel Agency,Online,Premier Plan,0,17,NETHERLANDS,72.0,27.36,F,48
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,63,AUSTRIA,0.0,17.82,None,41
JWT,Airlines,Online,Value Plan,0,15,INDIA,50.0,20.0,F,118
EPX,Travel Agency,Online,Cancellation Plan,0,106,UNITED STATES,52.0,0.0,None,43
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,24,THAILAND,22.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,65,MALAYSIA,10.0,0.0,None,36
KML,Travel Agency,Online,Value Plan,0,38,INDONESIA,33.0,12.54,F,48
EPX,Travel Agency,Online,Cancellation Plan,0,12,SINGAPORE,80.0,0.0,None,36
C2B,Airlines,Online,Silver Plan,0,172,SINGAPORE,324.5,81.13,M,27
C2B,Airlines,Online,Bronze Plan,0,183,SINGAPORE,32.4,8.1,F,45
EPX,Travel Agency,Online,Cancellation Plan,0,5,INDONESIA,46.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,25,"TAIWAN, PROVINCE OF CHINA",27.0,0.0,None,36
JWT,Airlines,Online,Value Plan,0,19,INDIA,50.0,20.0,F,118
EPX,Travel Agency,Online,Cancellation Plan,0,59,PHILIPPINES,10.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,38,BRUNEI DARUSSALAM,36.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,12,INDIA,65.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,1,22,CHINA,29.0,0.0,None,36
TST,Travel Agency,Offline,Travel Cruise Protect,0,63,MALAYSIA,30.0,10.5,F,75
EPX,Travel Agency,Online,Cancellation Plan,0,7,THAILAND,27.0,0.0,None,40
SSI,Airlines,Online,Ticket Protector,0,9,SINGAPORE,1.8,0.5,None,48
EPX,Travel Agency,Online,Cancellation Plan,0,146,PHILIPPINES,20.0,0.0,None,35
C2B,Airlines,Online,Bronze Plan,0,26,SINGAPORE,23.5,5.88,F,23
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,5,MALAYSIA,20.0,0.0,None,36
C2B,Airlines,Online,Silver Plan,0,9,SINGAPORE,50.0,12.5,M,37
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,8,AUSTRALIA,69.3,41.58,None,60
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,12,UNITED STATES,99.0,0.0,None,27
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,102,MALAYSIA,79.2,47.52,None,46
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,264,AUSTRALIA,54.0,0.0,None,35
EPX,Travel Agency,Online,Cancellation Plan,0,4,"KOREA, REPUBLIC OF",42.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,56,JAPAN,80.0,0.0,None,35
C2B,Airlines,Online,Bronze Plan,0,5,SINGAPORE,28.5,7.13,M,58
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,14,CHINA,32.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,36,THAILAND,13.0,0.0,None,61
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,35,CZECH REPUBLIC,112.0,0.0,None,36
C2B,Airlines,Online,Silver Plan,0,48,SINGAPORE,63.5,15.88,F,34
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,32,FRANCE,59.4,35.64,None,46
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,19,"KOREA, REPUBLIC OF",29.7,17.82,None,28
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,56,HONG KONG,20.0,0.0,None,36
C2B,Airlines,Online,Silver Plan,0,33,SINGAPORE,74.4,18.6,M,1
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,181,CANADA,99.0,59.4,None,60
EPX,Travel Agency,Online,Cancellation Plan,0,35,SINGAPORE,10.0,0.0,None,21
JZI,Airlines,Online,Basic Plan,0,128,HONG KONG,40.0,14.0,F,52
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,65,AUSTRALIA,69.3,41.58,None,50
JZI,Airlines,Online,Basic Plan,0,21,HONG KONG,26.0,9.1,F,23
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,16,MALAYSIA,20.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,10,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,F,40
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,4,ITALY,9.9,5.94,None,35
EPX,Travel Agency,Online,Cancellation Plan,0,18,SINGAPORE,49.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,109,SINGAPORE,112.0,0.0,None,36
C2B,Airlines,Online,Silver Plan,0,104,SINGAPORE,42.0,10.5,F,43
EPX,Travel Agency,Online,Cancellation Plan,0,5,MALAYSIA,12.0,0.0,None,26
LWC,Travel Agency,Online,Annual Travel Protect Gold,0,367,CHINA,204.6,132.99,F,32
EPX,Travel Agency,Online,Cancellation Plan,0,16,JAPAN,13.0,0.0,None,23
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,7,INDONESIA,20.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,22,HONG KONG,17.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,51,SINGAPORE,31.0,0.0,None,35
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,2,FRANCE,31.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,28,"TAIWAN, PROVINCE OF CHINA",51.0,0.0,None,36
C2B,Airlines,Online,Annual Silver Plan,0,364,SINGAPORE,-389.0,97.25,M,27
JZI,Airlines,Online,Basic Plan,0,37,"KOREA, REPUBLIC OF",40.0,14.0,F,23
C2B,Airlines,Online,Bronze Plan,0,20,SINGAPORE,17.55,4.39,M,38
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,3,SWITZERLAND,19.8,11.88,None,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,3,HONG KONG,112.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,10,MYANMAR,13.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,85,"TAIWAN, PROVINCE OF CHINA",27.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,15,MALAYSIA,20.0,0.0,None,27
JZI,Airlines,Online,Basic Plan,0,21,CHINA,26.0,9.1,M,71
JZI,Airlines,Online,Basic Plan,0,46,HONG KONG,26.0,9.1,F,64
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,43,CHINA,20.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,1,51,UNITED STATES,112.0,0.0,None,45
EPX,Travel Agency,Online,Cancellation Plan,0,111,INDIA,10.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,37,HONG KONG,20.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,7,PHILIPPINES,27.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,87,"TAIWAN, PROVINCE OF CHINA",24.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,22,HONG KONG,26.0,9.1,F,37
C2B,Airlines,Online,Annual Silver Plan,0,364,SINGAPORE,216.0,54.0,M,32
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,51,AUSTRALIA,79.2,47.52,None,31
EPX,Travel Agency,Online,Cancellation Plan,0,33,AUSTRALIA,33.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,5,SINGAPORE,10.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,5,FRANCE,46.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,61,AUSTRALIA,89.1,53.46,None,29
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,6,AUSTRALIA,49.5,29.7,None,59
JZI,Airlines,Online,Basic Plan,0,54,NEW ZEALAND,22.0,7.7,M,54
EPX,Travel Agency,Online,Cancellation Plan,0,33,SINGAPORE,10.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,11,SOUTH AFRICA,89.1,53.46,None,38
EPX,Travel Agency,Online,2 way Comprehensive Plan,1,39,CHINA,43.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,109,AUSTRALIA,19.8,11.88,None,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,46,MALAYSIA,49.5,29.7,None,41
EPX,Travel Agency,Online,Cancellation Plan,0,74,VIET NAM,11.0,0.0,None,37
EPX,Travel Agency,Online,Cancellation Plan,0,10,CHINA,31.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,40,AUSTRALIA,99.0,59.4,None,45
JZI,Airlines,Online,Basic Plan,0,9,THAILAND,22.0,7.7,F,45
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,61,THAILAND,38.0,0.0,None,36
JZI,Airlines,Online,Value Plan,0,14,CHINA,45.0,15.75,M,72
EPX,Travel Agency,Online,Cancellation Plan,0,6,CHINA,36.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,44,PHILIPPINES,13.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,75,UNITED STATES,11.0,0.0,None,37
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,2,MALAYSIA,20.0,0.0,None,36
C2B,Airlines,Online,Annual Silver Plan,0,368,SINGAPORE,161.0,40.25,F,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,19,THAILAND,39.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,6,UNITED KINGDOM,10.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,54,AUSTRALIA,69.3,41.58,None,55
C2B,Airlines,Online,Silver Plan,0,25,SINGAPORE,49.5,12.38,F,30
EPX,Travel Agency,Online,Cancellation Plan,0,6,SINGAPORE,10.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,72,PHILIPPINES,20.0,0.0,None,36
RAB,Airlines,Online,Value Plan,0,1,BRUNEI DARUSSALAM,15.0,6.0,M,63
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,8,JAPAN,59.4,35.64,None,33
EPX,Travel Agency,Online,Cancellation Plan,0,42,VIET NAM,10.0,0.0,None,23
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,37,AUSTRALIA,49.5,29.7,None,46
C2B,Airlines,Online,Bronze Plan,0,5,SINGAPORE,16.0,4.0,M,52
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,80,NETHERLANDS,112.0,0.0,None,63
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,120,"TAIWAN, PROVINCE OF CHINA",20.0,0.0,None,25
EPX,Travel Agency,Online,Cancellation Plan,0,12,SINGAPORE,22.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,25,JAPAN,42.0,0.0,None,31
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,11,CAMBODIA,20.0,0.0,None,36
C2B,Airlines,Online,Bronze Plan,0,34,SINGAPORE,27.0,6.75,F,32
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,9,SINGAPORE,20.0,0.0,None,53
EPX,Travel Agency,Online,Cancellation Plan,0,165,SINGAPORE,24.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,9,"KOREA, REPUBLIC OF",50.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,100,PHILIPPINES,18.0,6.3,M,46
EPX,Travel Agency,Online,Cancellation Plan,0,11,PHILIPPINES,10.0,0.0,None,29
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,88,NEW ZEALAND,83.0,0.0,None,35
C2B,Airlines,Online,Bronze Plan,0,9,SINGAPORE,21.0,5.25,F,23
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,6,PERU,66.0,0.0,None,42
EPX,Travel Agency,Online,Cancellation Plan,0,20,GERMANY,57.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,40,PHILIPPINES,37.0,12.95,F,43
C2B,Airlines,Online,Silver Plan,0,22,SINGAPORE,81.5,20.38,F,27
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,49,THAILAND,20.0,0.0,None,26
EPX,Travel Agency,Online,Cancellation Plan,0,38,SINGAPORE,67.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,24,UNITED STATES,45.0,0.0,None,30
EPX,Travel Agency,Online,Cancellation Plan,0,15,INDONESIA,10.0,0.0,None,45
EPX,Travel Agency,Online,Cancellation Plan,0,33,LAO PEOPLE'S DEMOCRATIC REPUBLIC,10.0,0.0,None,53
EPX,Travel Agency,Online,Cancellation Plan,0,237,PHILIPPINES,26.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,17,SINGAPORE,22.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,137,SINGAPORE,73.0,0.0,None,40
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,28,PHILIPPINES,21.0,0.0,None,35
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,42,HONG KONG,20.0,0.0,None,36
JWT,Airlines,Online,Value Plan,0,4,INDIA,39.0,15.6,M,118
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,3,THAILAND,27.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,94,CHINA,30.0,0.0,None,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,39,PHILIPPINES,21.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,77,THAILAND,20.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,49,"KOREA, REPUBLIC OF",20.0,0.0,None,23
C2B,Airlines,Online,Annual Silver Plan,0,386,SINGAPORE,216.0,54.0,F,43
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,109,SPAIN,19.8,11.88,None,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,60,AUSTRALIA,23.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,8,INDONESIA,22.0,0.0,None,42
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,6,MALAYSIA,20.0,0.0,None,21
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,134,CHINA,34.0,0.0,None,36
C2B,Airlines,Online,Bronze Plan,1,53,SINGAPORE,60.0,15.0,F,33
EPX,Travel Agency,Online,Cancellation Plan,0,9,AUSTRALIA,43.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,14,AUSTRALIA,29.7,17.82,None,54
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,19,AUSTRALIA,0.0,17.82,None,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,54,MALAYSIA,20.0,0.0,None,36
ART,Airlines,Online,Value Plan,0,39,CHINA,110.0,38.5,F,48
EPX,Travel Agency,Online,Cancellation Plan,0,2,CHINA,49.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,69,INDIA,40.0,14.0,M,39
EPX,Travel Agency,Online,Cancellation Plan,0,9,SINGAPORE,11.0,0.0,None,35
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,21,UNITED KINGDOM,128.7,77.22,None,30
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,64,MALAYSIA,19.8,11.88,None,29
EPX,Travel Agency,Online,Cancellation Plan,0,37,MALAYSIA,10.0,0.0,None,25
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,31,UNITED KINGDOM,49.5,29.7,None,69
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,12,AUSTRALIA,20.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,84,CHINA,32.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,81,UNITED STATES,112.0,0.0,None,65
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,11,VIET NAM,27.0,0.0,None,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,9,MALAYSIA,20.0,0.0,None,45
C2B,Airlines,Online,Bronze Plan,0,18,SINGAPORE,32.5,8.13,M,28
LWC,Travel Agency,Online,Annual Travel Protect Platinum,0,365,UNITED STATES,404.25,262.76,M,58
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,69,AUSTRALIA,69.3,41.58,None,41
EPX,Travel Agency,Online,Cancellation Plan,0,5,HONG KONG,26.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,155,CHINA,85.0,0.0,None,52
RAB,Airlines,Online,Value Plan,0,22,BRUNEI DARUSSALAM,23.0,9.2,M,51
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,125,JAPAN,0.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,61,GERMANY,89.1,53.46,None,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,22,JAPAN,-9.9,5.94,None,25
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,36,CHINA,21.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,1,INDONESIA,0.0,6.3,M,34
JZI,Airlines,Online,Basic Plan,0,25,CHINA,35.0,12.25,M,50
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,15,INDONESIA,20.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,15,VIET NAM,14.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,66,MALAYSIA,10.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,9,THAILAND,33.0,0.0,None,25
CCR,Travel Agency,Offline,Comprehensive Plan,0,56,THAILAND,29.0,9.57,F,68
EPX,Travel Agency,Online,Cancellation Plan,0,76,SINGAPORE,31.0,0.0,None,36
C2B,Airlines,Online,Annual Silver Plan,0,365,SINGAPORE,187.85,46.96,F,42
C2B,Airlines,Online,Annual Silver Plan,0,366,SINGAPORE,216.0,54.0,M,32
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,167,UNITED KINGDOM,69.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,92,IRELAND,89.1,53.46,None,59
RAB,Airlines,Online,Value Plan,0,75,BRUNEI DARUSSALAM,31.0,12.4,None,78
C2B,Airlines,Online,Bronze Plan,0,24,SINGAPORE,60.0,15.0,F,34
RAB,Airlines,Online,Value Plan,0,67,BRUNEI DARUSSALAM,15.0,6.0,F,25
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,25,INDONESIA,20.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,7,CHINA,55.0,0.0,None,35
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,29,CHINA,20.0,0.0,None,33
JZI,Airlines,Online,Basic Plan,0,6,CHINA,22.0,7.7,M,31
EPX,Travel Agency,Online,Cancellation Plan,0,11,THAILAND,22.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,33,MYANMAR,28.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,55,VIET NAM,14.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,18,HONG KONG,20.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,24,MACAO,14.0,0.0,None,46
EPX,Travel Agency,Online,Cancellation Plan,0,27,INDONESIA,10.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,18,MALAYSIA,13.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,25,GERMANY,112.0,0.0,None,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,8,SINGAPORE,20.0,0.0,None,45
EPX,Travel Agency,Online,Cancellation Plan,0,30,PHILIPPINES,13.0,0.0,None,39
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,32,INDONESIA,91.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,8,GERMANY,65.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,16,INDONESIA,13.0,0.0,None,36
KML,Travel Agency,Online,Value Plan,0,7,INDONESIA,33.0,12.54,M,48
EPX,Travel Agency,Online,Cancellation Plan,0,66,PHILIPPINES,26.0,0.0,None,34
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,16,SINGAPORE,20.0,0.0,None,37
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,8,AUSTRALIA,69.3,41.58,None,33
JZI,Airlines,Online,Basic Plan,0,5,CHINA,22.0,7.7,F,33
SSI,Airlines,Online,Ticket Protector,0,55,SINGAPORE,3.86,1.08,None,48
EPX,Travel Agency,Online,Cancellation Plan,0,10,INDIA,74.0,0.0,None,36
EPX,Travel Agency,Online,Cancellation Plan,0,7,MALAYSIA,16.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,7,THAILAND,39.6,23.76,None,34
LWC,Travel Agency,Online,Annual Travel Protect Gold,0,369,UNITED STATES,256.2,166.53,M,42
JZI,Airlines,Online,Basic Plan,0,4,MALAYSIA,18.0,6.3,M,45
EPX,Travel Agency,Online,Cancellation Plan,0,1,SINGAPORE,10.0,0.0,None,39
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,3,CYPRUS,19.8,11.88,None,43
TTW,Travel Agency,Offline,Spouse or Parents Comprehensive Plan,0,365,SINGAPORE,86.0,0.0,F,28
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,1,MALAYSIA,20.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,83,AUSTRALIA,-89.1,53.46,None,58
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,11,HONG KONG,56.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,10,SINGAPORE,112.0,0.0,None,47
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,11,MALAYSIA,40.0,0.0,None,43
KML,Travel Agency,Online,Premier Plan,0,52,INDONESIA,70.0,26.6,F,48
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,111,AUSTRALIA,69.3,41.58,None,40
EPX,Travel Agency,Online,Cancellation Plan,0,60,VIET NAM,13.0,0.0,None,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,24,PHILIPPINES,20.0,0.0,None,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,31,MALAYSIA,20.0,0.0,None,36
JZI,Airlines,Online,Basic Plan,0,32,CHINA,35.0,12.25,M,31
EPX,Travel Agency,Online,Cancellation Plan,0,54,AUSTRALIA,10.0,0.0,None,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,21,CHINA,37.0,0.0,None,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,36,ICELAND,39.6,23.76,None,30
